Season,Round,Date,Local.start.time,Venue,Attendance,First.name,Surname,ID,Jumper.No.,Playing.for,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50s,Clearances,Clangers,Frees.For,Frees.Against,Brownlow.Votes,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,Time.on.Ground,Substitute,Umpire.1,Umpire.2,Umpire.3,Umpire.4,Home.team,HQ1G,HQ1B,HQ2G,HQ2B,HQ3G,HQ3B,HQ4G,HQ4B,HQETG,HQETB,Home.score,Away.team,AQ1G,AQ1B,AQ2G,AQ2B,AQ3G,AQ3B,AQ4G,AQ4B,AQETG,AQETB,Away.score,HQ1P,HQ2P,HQ3P,HQ4P,HQETP,AQ1P,AQ2P,AQ3P,AQ4P,AQETP,Player,Team,url,Age,Career.Games,Coach,DOB,Home.Away
2026,1,2026-03-05,1930,S.C.G.,40372,Dane,Rampe,12140,24,Sydney,6,0,8,14,0,0,0,3,3,0,1,1,1,1,NA,9,8,0,0,5,1,0,81,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Dane Rampe,Sydney,https://afltables.com/afl/stats/players/D/Dane_Rampe.html,35.75564681724846,273,"Cox, Dean",2-Jun-1990,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Matt,Roberts,12994,34,Sydney,12,5,6,18,2,1,0,1,3,4,1,0,0,0,NA,7,11,0,0,2,0,0,80,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Matt Roberts,Sydney,https://afltables.com/afl/stats/players/M/Matt_Roberts.html,22.594113620807665,49,"Cox, Dean",31-Jul-2003,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Malcolm,Rosas,12903,10,Sydney,4,0,6,10,1,0,0,3,0,1,0,1,1,1,NA,4,8,0,0,3,1,2,67,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Malcolm Rosas,Sydney,https://afltables.com/afl/stats/players/M/Malcolm_Rosas.html,24.687200547570157,50,"Cox, Dean",27-Jun-2001,Home
2026,1,2026-03-05,1930,S.C.G.,40372,James,Rowbottom,12714,8,Sydney,11,1,9,20,1,0,0,9,4,3,7,3,2,2,NA,12,9,0,0,1,0,0,77,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,James Rowbottom,Sydney,https://afltables.com/afl/stats/players/J/James_Rowbottom.html,25.45722108145106,141,"Cox, Dean",19-Sep-2000,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Jai,Serong,13022,13,Sydney,10,2,9,19,0,0,0,5,2,3,2,4,1,1,NA,5,13,0,0,4,0,1,84,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Jai Serong,Sydney,https://afltables.com/afl/stats/players/J/Jai_Serong.html,23.046543463381244,11,"Cox, Dean",16-Feb-2003,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Angus,Sheldrick,12951,12,Sydney,13,1,10,23,1,0,0,1,2,6,3,5,1,1,NA,6,15,0,0,1,0,0,56,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Angus Sheldrick,Sydney,https://afltables.com/afl/stats/players/A/Angus_Sheldrick.html,22.32306639288159,30,"Cox, Dean",7-Nov-2003,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Chad,Warner,12797,1,Sydney,16,3,4,20,1,3,0,2,1,8,4,2,0,2,NA,9,12,0,1,1,6,1,83,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Chad Warner,Sydney,https://afltables.com/afl/stats/players/C/Chad_Warner.html,24.79397672826831,109,"Cox, Dean",19-May-2001,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Sam,Wicks,12818,15,Sydney,5,3,4,9,0,0,0,2,2,2,1,3,0,1,NA,2,7,0,0,0,3,0,84,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Sam Wicks,Sydney,https://afltables.com/afl/stats/players/S/Sam_Wicks.html,26.470910335386723,88,"Cox, Dean",14-Sep-1999,Home
2026,1,2026-03-05,1930,S.C.G.,40372,Ben,Ainsworth,12498,12,Carlton,7,3,7,14,2,0,0,1,0,3,1,2,0,0,NA,3,11,0,0,1,0,1,74,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Ben Ainsworth,Carlton,https://afltables.com/afl/stats/players/B/Ben_Ainsworth.html,28.06297056810404,159,"Voss, Michael",10-Feb-1998,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Campbell,Chesser,13039,31,Carlton,8,5,9,17,0,0,0,2,2,0,0,3,1,2,NA,5,12,0,0,0,0,0,75,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Campbell Chesser,Carlton,https://afltables.com/afl/stats/players/C/Campbell_Chesser.html,22.854209445585216,37,"Voss, Michael",27-Apr-2003,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Patrick,Cripps,12261,9,Carlton,8,2,11,19,0,1,0,3,0,2,4,4,1,3,NA,10,9,0,0,2,0,0,80,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Patrick Cripps,Carlton,https://afltables.com/afl/stats/players/P/Patrick_Cripps.html,30.9637234770705,231,"Voss, Michael",18-Mar-1995,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Harry,Dean,13273,35,Carlton,7,1,7,14,0,0,0,2,4,1,0,2,2,0,NA,7,8,0,0,7,0,0,80,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Harry Dean,Carlton,https://afltables.com/afl/stats/players/H/Harry_Dean.html,18.306639288158795,1,"Voss, Michael",13-Nov-2007,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Oliver,Florent,12497,14,Carlton,16,7,6,22,0,0,0,1,5,2,2,1,0,0,NA,9,11,1,0,0,0,0,84,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Oliver Florent,Carlton,https://afltables.com/afl/stats/players/O/Oliver_Florent.html,27.618754277891856,185,"Voss, Michael",22-Jul-1998,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Lachie,Fogarty,12596,8,Carlton,5,1,9,14,0,0,0,0,1,0,0,1,0,0,NA,7,8,0,0,3,0,0,66,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Lachie Fogarty,Carlton,https://afltables.com/afl/stats/players/L/Lachie_Fogarty.html,26.92539356605065,91,"Voss, Michael",1-Apr-1999,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Will,Hayward,12509,19,Carlton,9,3,2,11,1,2,0,3,0,1,0,2,1,1,NA,3,8,0,1,0,0,0,75,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Will Hayward,Carlton,https://afltables.com/afl/stats/players/W/Will_Hayward.html,27.355920602327174,185,"Voss, Michael",26-Oct-1998,Away
2026,1,2026-03-05,1930,S.C.G.,40372,George,Hewett,12411,29,Carlton,9,2,10,19,0,0,0,6,1,1,2,5,1,1,NA,7,13,1,0,3,0,0,65,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,George Hewett,Carlton,https://afltables.com/afl/stats/players/G/George_Hewett.html,30.18069815195072,203,"Voss, Michael",29-Dec-1995,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Elijah,Hollands,13016,20,Carlton,12,1,7,19,1,0,0,1,2,3,0,6,3,1,NA,8,11,0,0,2,0,1,79,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Elijah Hollands,Carlton,https://afltables.com/afl/stats/players/E/Elijah_Hollands.html,23.859685147159478,42,"Voss, Michael",25-Apr-2002,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Oliver,Hollands,13029,4,Carlton,12,4,6,18,0,0,0,2,4,4,3,3,1,0,NA,6,10,0,0,1,0,2,82,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Oliver Hollands,Carlton,https://afltables.com/afl/stats/players/O/Oliver_Hollands.html,22.13141683778234,66,"Voss, Michael",16-Jan-2004,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Brodie,Kemp,12937,17,Carlton,8,3,7,15,1,1,0,1,0,2,0,5,1,1,NA,6,10,2,1,1,0,0,92,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Brodie Kemp,Carlton,https://afltables.com/afl/stats/players/B/Brodie_Kemp.html,24.843258042436688,50,"Voss, Michael",1-May-2001,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Cooper,Lord,13170,36,Carlton,11,3,15,26,0,1,0,0,3,7,1,2,3,0,NA,7,20,0,0,2,0,1,74,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Cooper Lord,Carlton,https://afltables.com/afl/stats/players/C/Cooper_Lord.html,20.958247775496236,24,"Voss, Michael",20-Mar-2005,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Mitch,McGovern,12404,11,Carlton,12,5,4,16,0,0,0,0,5,2,0,3,0,0,NA,3,10,0,0,7,2,0,79,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Mitch McGovern,Carlton,https://afltables.com/afl/stats/players/M/Mitch_McGovern.html,31.396988364134156,146,"Voss, Michael",11-Oct-1994,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Harry,McKay,12566,10,Carlton,10,5,3,13,1,0,0,0,0,3,0,5,1,3,NA,7,6,2,0,3,0,0,96,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Harry McKay,Carlton,https://afltables.com/afl/stats/players/H/Harry_McKay.html,28.194387405886378,141,"Voss, Michael",24-Dec-1997,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Ashton,Moir,13171,43,Carlton,7,3,3,10,1,0,0,4,0,0,2,0,1,0,NA,3,5,0,1,0,0,0,78,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Ashton Moir,Carlton,https://afltables.com/afl/stats/players/A/Ashton_Moir.html,20.8870636550308,12,"Voss, Michael",15-Apr-2005,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Marc,Pittonet,12417,27,Carlton,8,3,10,18,3,0,17,2,1,1,8,3,2,2,NA,12,6,1,1,1,0,0,67,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Marc Pittonet,Carlton,https://afltables.com/afl/stats/players/M/Marc_Pittonet.html,29.752908966461327,81,"Voss, Michael",3-Jun-1996,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Liam,Reidy,13172,25,Carlton,3,1,2,5,0,1,17,2,0,1,1,1,1,1,NA,4,0,1,1,2,0,0,61,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Liam Reidy,Carlton,https://afltables.com/afl/stats/players/L/Liam_Reidy.html,25.722792607802873,4,"Voss, Michael",14-Jun-2000,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Adam,Saad,12330,42,Carlton,5,1,6,11,0,0,0,0,5,0,0,0,0,0,NA,5,3,0,0,5,10,0,64,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Adam Saad,Carlton,https://afltables.com/afl/stats/players/A/Adam_Saad.html,31.61601642710472,217,"Voss, Michael",23-Jul-1994,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Jagga,Smith,13274,7,Carlton,11,3,16,27,0,0,0,2,1,4,3,4,0,0,NA,5,21,0,0,1,3,0,79,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Jagga Smith,Carlton,https://afltables.com/afl/stats/players/J/Jagga_Smith.html,20.098562628336754,1,"Voss, Michael",28-Jan-2006,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Sam,Walsh,12684,18,Carlton,16,3,16,32,0,0,0,2,0,9,6,4,2,0,NA,13,20,0,0,3,1,0,77,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Sam Walsh,Carlton,https://afltables.com/afl/stats/players/S/Sam_Walsh.html,25.673511293634498,134,"Voss, Michael",2-Jul-2000,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Jacob,Weitering,12402,23,Carlton,12,5,3,15,0,0,0,0,4,1,0,1,1,0,NA,4,9,0,0,5,0,0,95,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Jacob Weitering,Carlton,https://afltables.com/afl/stats/players/J/Jacob_Weitering.html,28.279260780287473,205,"Voss, Michael",23-Nov-1997,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Zac,Williams,12175,6,Carlton,10,1,6,16,0,1,0,3,4,3,6,3,1,3,NA,12,7,0,0,3,1,0,79,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Zac Williams,Carlton,https://afltables.com/afl/stats/players/Z/Zac_Williams.html,31.45448323066393,175,"Voss, Michael",20-Sep-1994,Away
2026,1,2026-03-05,1930,S.C.G.,40372,Lewis,Young,12559,33,Carlton,6,4,5,11,0,0,0,1,4,0,0,3,0,1,NA,5,6,0,0,11,0,0,100,NA,Brendan Hosking, Jamie Broadbent, Simon Meredith, Martin Rodger,Sydney,0,3,2,6,14,9,20,12,NA,NA,132,Carlton,2,2,4,4,8,6,10,9,NA,NA,69,3,18,93,132,NA,14,28,54,69,NA,Lewis Young,Carlton,https://afltables.com/afl/stats/players/L/Lewis_Young.html,27.205338809034906,81,"Voss, Michael",20-Dec-1998,Away
